"School Year","District Code","District","School Code","Organization","Race","Gender","Grade","SpecialDemo","Geography","SubGroup","RowStatus","Dropouts","Students","PctDropouts"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","9th Grade","All Students","All Students","Hispanic/Latino/9th Grade","REPORTED","67","2,051","3.3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","10th Grade","All Students","All Students","Hispanic/Latino/10th Grade","REPORTED","44","1,847","2.4"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","11th Grade","All Students","All Students","Hispanic/Latino/11th Grade","REPORTED","27","1,568","1.7"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","12th Grade","All Students","All Students","Hispanic/Latino/12th Grade","REPORTED","14","1,366","1"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","All Students","All Students","All Students","Hispanic/Latino","REPORTED","152","6,832","2.2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Active EL Students","All Students","Hispanic/Latino/Female/9th Grade/Active EL Students","REPORTED","23","200","11.5"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Low-Income","REDACTED",,"346",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/9th Grade/Non-EL Students","REPORTED","6","345","1.7"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/9th Grade/Non-Foster Care","REPORTED","29","962","3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/9th Grade/Non-Homeless","REPORTED","29","959","3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/9th Grade/Non Low-Income","REPORTED","25","616","4.1"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Non-SWD","All Students","Hispanic/Latino/Female/9th Grade/Non-SWD","REPORTED","27","848","3.2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","9th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/9th Grade/Students with Disabilities","REDACTED",,"114",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Active EL Students","All Students","Hispanic/Latino/Female/10th Grade/Active EL Students","REPORTED","5","155","3.2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Low-Income","REDACTED",,"295",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Military Connected Youth","All Students","Hispanic/Latino/Female/10th Grade/Military Connected Youth","REDACTED",,"24",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/10th Grade/Non-EL Students","REPORTED","7","319","2.2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/10th Grade/Non-Foster Care","REPORTED","12","904","1.3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/10th Grade/Non-Homeless","REPORTED","12","898","1.3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/10th Grade/Non Low-Income","REPORTED","9","611","1.5"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Non-SWD","All Students","Hispanic/Latino/Female/10th Grade/Non-SWD","REPORTED","10","807","1.2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/10th Grade/Students with Disabilities","REDACTED",,"99",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Active EL Students","All Students","Hispanic/Latino/Female/11th Grade/Active EL Students","REPORTED","5","133","3.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Foster Care","All Students","Hispanic/Latino/Female/11th Grade/Foster Care","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Low-Income","REDACTED",,"218",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/11th Grade/Non-EL Students","REPORTED","6","258","2.3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/11th Grade/Non-Foster Care","REPORTED","10","763","1.3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/11th Grade/Non-Homeless","REPORTED","11","761","1.4"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/11th Grade/Non Low-Income","REPORTED","10","547","1.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Non-SWD","All Students","Hispanic/Latino/Female/11th Grade/Non-SWD","REPORTED","10","683","1.5"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","11th Grade","Students with Disabilities","All Students","Hispanic/Latino/Female/11th Grade/Students with Disabilities","REDACTED",,"82",
"2022","13","Capital School District","650","Kent County Community School","All Students","Female","All Students","All Students","All Students","Female","REDACTED",,"26",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","12th Grade","Active EL Students","All Students","Hispanic/Latino/Female/12th Grade/Active EL Students","REDACTED",,"106",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","12th Grade","Homeless","All Students","Hispanic/Latino/Female/12th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","12th Grade","Non-EL Students","All Students","Hispanic/Latino/Female/12th Grade/Non-EL Students","REDACTED",,"277",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","12th Grade","Non-Foster Care","All Students","Hispanic/Latino/Female/12th Grade/Non-Foster Care","REDACTED",,"694",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","12th Grade","Non-Homeless","All Students","Hispanic/Latino/Female/12th Grade/Non-Homeless","REDACTED",,"688",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","12th Grade","Non Low-Income","All Students","Hispanic/Latino/Female/12th Grade/Non Low-Income","REDACTED",,"509",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Female","12th Grade","Non-SWD","All Students","Hispanic/Latino/Female/12th Grade/Non-SWD","REDACTED",,"604",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Active EL Students","All Students","Hispanic/Latino/Male/9th Grade/Active EL Students","REPORTED","30","282","10.6"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Homeless","All Students","Hispanic/Latino/Male/9th Grade/Homeless","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Low-Income","All Students","Hispanic/Latino/Male/9th Grade/Low-Income","REPORTED","5","373","1.3"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/9th Grade/Non-EL Students","REPORTED","8","374","2.1"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/9th Grade/Non-Foster Care","REPORTED","38","1,088","3.5"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/9th Grade/Non-Homeless","REPORTED","37","1,080","3.4"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/9th Grade/Non Low-Income","REPORTED","33","716","4.6"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Non-SWD","All Students","Hispanic/Latino/Male/9th Grade/Non-SWD","REPORTED","34","896","3.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","9th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/9th Grade/Students with Disabilities","REDACTED",,"193",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Active EL Students","All Students","Hispanic/Latino/Male/10th Grade/Active EL Students","REPORTED","22","206","10.7"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Low-Income","All Students","Hispanic/Latino/Male/10th Grade/Low-Income","REDACTED",,"281",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/10th Grade/Non-EL Students","REPORTED","10","323","3.1"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/10th Grade/Non-Foster Care","REPORTED","32","941","3.4"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/10th Grade/Non-Homeless","REPORTED","32","935","3.4"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/10th Grade/Non Low-Income","REPORTED","28","660","4.2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Non-SWD","All Students","Hispanic/Latino/Male/10th Grade/Non-SWD","REPORTED","30","789","3.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","10th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/10th Grade/Students with Disabilities","REDACTED",,"152",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Active EL Students","All Students","Hispanic/Latino/Male/11th Grade/Active EL Students","REPORTED","10","136","7.4"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Low-Income","All Students","Hispanic/Latino/Male/11th Grade/Low-Income","REPORTED","5","204","2.5"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/11th Grade/Non-EL Students","REPORTED","6","296","2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/11th Grade/Non-Foster Care","REPORTED","16","802","2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/11th Grade/Non-Homeless","REPORTED","16","799","2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/11th Grade/Non Low-Income","REPORTED","11","599","1.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Non-SWD","All Students","Hispanic/Latino/Male/11th Grade/Non-SWD","REPORTED","15","690","2.2"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","11th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/11th Grade/Students with Disabilities","REDACTED",,"113",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Active EL Students","All Students","Hispanic/Latino/Male/12th Grade/Active EL Students","REPORTED","7","129","5.4"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Low-Income","All Students","Hispanic/Latino/Male/12th Grade/Low-Income","REDACTED",,"156",
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Non-EL Students","All Students","Hispanic/Latino/Male/12th Grade/Non-EL Students","REPORTED","5","259","1.9"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Non-Foster Care","All Students","Hispanic/Latino/Male/12th Grade/Non-Foster Care","REPORTED","12","668","1.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Non-Homeless","All Students","Hispanic/Latino/Male/12th Grade/Non-Homeless","REPORTED","12","669","1.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Non Low-Income","All Students","Hispanic/Latino/Male/12th Grade/Non Low-Income","REPORTED","9","514","1.8"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Non-SWD","All Students","Hispanic/Latino/Male/12th Grade/Non-SWD","REPORTED","9","542","1.7"
"2019","0","State of Delaware","0","State of Delaware","Hispanic/Latino","Male","12th Grade","Students with Disabilities","All Students","Hispanic/Latino/Male/12th Grade/Students with Disabilities","REDACTED",,"128",
"2019","0","State of Delaware","0","State of Delaware","Native American","All Students","10th Grade","All Students","All Students","Native American/10th Grade","REDACTED",,"70",
"2019","0","State of Delaware","0","State of Delaware","Native American","All Students","12th Grade","All Students","All Students","Native American/12th Grade","REDACTED",,"37",
"2019","0","State of Delaware","0","State of Delaware","Native American","All Students","All Students","All Students","All Students","Native American","REDACTED",,"234",
"2019","0","State of Delaware","0","State of Delaware","Native American","Female","10th Grade","Active EL Students","All Students","Native American/Female/10th Grade/Active EL Students","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Native American","Female","10th Grade","Non-Foster Care","All Students","Native American/Female/10th Grade/Non-Foster Care","REDACTED",,"37",
"2019","0","State of Delaware","0","State of Delaware","Native American","Female","10th Grade","Non-Homeless","All Students","Native American/Female/10th Grade/Non-Homeless","REDACTED",,"37",
"2019","0","State of Delaware","0","State of Delaware","Native American","Female","10th Grade","Non Low-Income","All Students","Native American/Female/10th Grade/Non Low-Income","REDACTED",,"31",
"2019","0","State of Delaware","0","State of Delaware","Native American","Female","10th Grade","Non-SWD","All Students","Native American/Female/10th Grade/Non-SWD","REDACTED",,"34",
"2019","0","State of Delaware","0","State of Delaware","Native American","Male","12th Grade","Low-Income","All Students","Native American/Male/12th Grade/Low-Income","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","Native American","Male","12th Grade","Non-EL Students","All Students","Native American/Male/12th Grade/Non-EL Students","REDACTED",,"21",
"2019","0","State of Delaware","0","State of Delaware","Native American","Male","12th Grade","Non-Foster Care","All Students","Native American/Male/12th Grade/Non-Foster Care","REDACTED",,"23",
"2019","0","State of Delaware","0","State of Delaware","Native American","Male","12th Grade","Non-Homeless","All Students","Native American/Male/12th Grade/Non-Homeless","REDACTED",,"23",
"2019","0","State of Delaware","0","State of Delaware","Native American","Male","12th Grade","Students with Disabilities","All Students","Native American/Male/12th Grade/Students with Disabilities","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","African American","All Students","9th Grade","All Students","All Students","African American/9th Grade","REPORTED","60","3,984","1.5"
"2019","0","State of Delaware","0","State of Delaware","African American","All Students","10th Grade","All Students","All Students","African American/10th Grade","REPORTED","57","3,284","1.7"
"2019","0","State of Delaware","0","State of Delaware","African American","All Students","11th Grade","All Students","All Students","African American/11th Grade","REPORTED","57","3,004","1.9"
"2019","0","State of Delaware","0","State of Delaware","African American","All Students","12th Grade","All Students","All Students","African American/12th Grade","REPORTED","31","2,936","1.1"
"2019","0","State of Delaware","0","State of Delaware","African American","All Students","All Students","All Students","All Students","African American","REPORTED","205","13,208","1.6"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Homeless","All Students","African American/Female/9th Grade/Homeless","REDACTED",,"33",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Low-Income","All Students","African American/Female/9th Grade/Low-Income","REPORTED","10","836","1.2"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Non-EL Students","All Students","African American/Female/9th Grade/Non-EL Students","REPORTED","21","1,835","1.1"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Non-Foster Care","All Students","African American/Female/9th Grade/Non-Foster Care","REDACTED",,"1,895",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Non-Homeless","All Students","African American/Female/9th Grade/Non-Homeless","REPORTED","19","1,879","1"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Non Low-Income","All Students","African American/Female/9th Grade/Non Low-Income","REPORTED","11","1,076","1"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Non-SWD","All Students","African American/Female/9th Grade/Non-SWD","REPORTED","14","1,601","0.9"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","9th Grade","Students with Disabilities","All Students","African American/Female/9th Grade/Students with Disabilities","REPORTED","7","311","2.3"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Homeless","All Students","African American/Female/10th Grade/Homeless","REDACTED",,"35",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Low-Income","All Students","African American/Female/10th Grade/Low-Income","REPORTED","12","615","2"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Non-EL Students","All Students","African American/Female/10th Grade/Non-EL Students","REPORTED","20","1,522","1.3"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Non-Foster Care","All Students","African American/Female/10th Grade/Non-Foster Care","REPORTED","20","1,594","1.3"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Non-Homeless","All Students","African American/Female/10th Grade/Non-Homeless","REPORTED","19","1,581","1.2"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Non Low-Income","All Students","African American/Female/10th Grade/Non Low-Income","REPORTED","8","1,001","0.8"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Non-SWD","All Students","African American/Female/10th Grade/Non-SWD","REPORTED","16","1,391","1.2"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","10th Grade","Students with Disabilities","All Students","African American/Female/10th Grade/Students with Disabilities","REDACTED",,"225",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Homeless","All Students","African American/Female/11th Grade/Homeless","REDACTED",,"26",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Low-Income","All Students","African American/Female/11th Grade/Low-Income","REPORTED","9","517","1.7"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Military Connected Youth","All Students","African American/Female/11th Grade/Military Connected Youth","REDACTED",,"51",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Non-EL Students","All Students","African American/Female/11th Grade/Non-EL Students","REPORTED","23","1,441","1.6"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Non-Foster Care","All Students","African American/Female/11th Grade/Non-Foster Care","REPORTED","23","1,491","1.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Non-Homeless","All Students","African American/Female/11th Grade/Non-Homeless","REPORTED","22","1,479","1.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Non Low-Income","All Students","African American/Female/11th Grade/Non Low-Income","REPORTED","14","988","1.4"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Non-SWD","All Students","African American/Female/11th Grade/Non-SWD","REPORTED","17","1,289","1.3"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","11th Grade","Students with Disabilities","All Students","African American/Female/11th Grade/Students with Disabilities","REPORTED","6","216","2.8"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Foster Care","All Students","African American/Female/12th Grade/Foster Care","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Low-Income","All Students","African American/Female/12th Grade/Low-Income","REDACTED",,"491",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Non-EL Students","All Students","African American/Female/12th Grade/Non-EL Students","REPORTED","7","1,450","0.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Non-Foster Care","All Students","African American/Female/12th Grade/Non-Foster Care","REPORTED","6","1,508","0.4"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Non-Homeless","All Students","African American/Female/12th Grade/Non-Homeless","REPORTED","7","1,496","0.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Non Low-Income","All Students","African American/Female/12th Grade/Non Low-Income","REPORTED","5","1,028","0.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Non-SWD","All Students","African American/Female/12th Grade/Non-SWD","REDACTED",,"1,292",
"2019","0","State of Delaware","0","State of Delaware","African American","Female","12th Grade","Students with Disabilities","All Students","African American/Female/12th Grade/Students with Disabilities","REDACTED",,"227",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Homeless","All Students","African American/Male/9th Grade/Homeless","REDACTED",,"39",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Low-Income","All Students","African American/Male/9th Grade/Low-Income","REPORTED","21","913","2.3"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Military Connected Youth","All Students","African American/Male/9th Grade/Military Connected Youth","REDACTED",,"38",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Non-EL Students","All Students","African American/Male/9th Grade/Non-EL Students","REPORTED","39","1,978","2"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Non-Foster Care","All Students","African American/Male/9th Grade/Non-Foster Care","REPORTED","39","2,055","1.9"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Non-Homeless","All Students","African American/Male/9th Grade/Non-Homeless","REPORTED","37","2,033","1.8"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Non Low-Income","All Students","African American/Male/9th Grade/Non Low-Income","REPORTED","18","1,159","1.6"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Non-SWD","All Students","African American/Male/9th Grade/Non-SWD","REPORTED","26","1,503","1.7"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","9th Grade","Students with Disabilities","All Students","African American/Male/9th Grade/Students with Disabilities","REPORTED","13","569","2.3"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Active EL Students","All Students","African American/Male/10th Grade/Active EL Students","REDACTED",,"35",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Homeless","All Students","African American/Male/10th Grade/Homeless","REDACTED",,"29",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Low-Income","All Students","African American/Male/10th Grade/Low-Income","REPORTED","23","648","3.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Non-EL Students","All Students","African American/Male/10th Grade/Non-EL Students","REPORTED","35","1,599","2.2"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Non-Foster Care","All Students","African American/Male/10th Grade/Non-Foster Care","REPORTED","37","1,655","2.2"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Non-Homeless","All Students","African American/Male/10th Grade/Non-Homeless","REPORTED","35","1,639","2.1"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Non Low-Income","All Students","African American/Male/10th Grade/Non Low-Income","REPORTED","14","1,020","1.4"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Non-SWD","All Students","African American/Male/10th Grade/Non-SWD","REPORTED","25","1,218","2.1"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","10th Grade","Students with Disabilities","All Students","African American/Male/10th Grade/Students with Disabilities","REPORTED","12","450","2.7"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Active EL Students","All Students","African American/Male/11th Grade/Active EL Students","REDACTED",,"29",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Foster Care","All Students","African American/Male/11th Grade/Foster Care","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Homeless","All Students","African American/Male/11th Grade/Homeless","REDACTED",,"21",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Low-Income","All Students","African American/Male/11th Grade/Low-Income","REPORTED","19","469","4.1"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Military Connected Youth","All Students","African American/Male/11th Grade/Military Connected Youth","REDACTED",,"48",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Non-EL Students","All Students","African American/Male/11th Grade/Non-EL Students","REPORTED","33","1,437","2.3"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Non-Foster Care","All Students","African American/Male/11th Grade/Non-Foster Care","REPORTED","33","1,485","2.2"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Non-Homeless","All Students","African American/Male/11th Grade/Non-Homeless","REPORTED","33","1,478","2.2"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Non Low-Income","All Students","African American/Male/11th Grade/Non Low-Income","REPORTED","15","1,030","1.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Non-SWD","All Students","African American/Male/11th Grade/Non-SWD","REPORTED","22","1,154","1.9"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","11th Grade","Students with Disabilities","All Students","African American/Male/11th Grade/Students with Disabilities","REPORTED","12","345","3.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Active EL Students","All Students","African American/Male/12th Grade/Active EL Students","REDACTED",,"35",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Foster Care","All Students","African American/Male/12th Grade/Foster Care","REDACTED",,,
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Homeless","All Students","African American/Male/12th Grade/Homeless","REDACTED",,"22",
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Low-Income","All Students","African American/Male/12th Grade/Low-Income","REPORTED","10","397","2.5"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Non-EL Students","All Students","African American/Male/12th Grade/Non-EL Students","REPORTED","22","1,342","1.6"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Non-Foster Care","All Students","African American/Male/12th Grade/Non-Foster Care","REPORTED","23","1,409","1.6"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Non-Homeless","All Students","African American/Male/12th Grade/Non-Homeless","REPORTED","20","1,395","1.4"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Non Low-Income","All Students","African American/Male/12th Grade/Non Low-Income","REPORTED","14","1,020","1.4"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Non-SWD","All Students","African American/Male/12th Grade/Non-SWD","REPORTED","17","1,028","1.7"
"2019","0","State of Delaware","0","State of Delaware","African American","Male","12th Grade","Students with Disabilities","All Students","African American/Male/12th Grade/Students with Disabilities","REPORTED","7","389","1.8"
"2019","0","State of Delaware","0","State of Delaware","White","All Students","9th Grade","All Students","All Students","White/9th Grade","REDACTED",,"5,100",
"2019","0","State of Delaware","0","State of Delaware","White","All Students","10th Grade","All Students","All Students","White/10th Grade","REPORTED","48","4,847","1"
"2019","0","State of Delaware","0","State of Delaware","White","All Students","11th Grade","All Students","All Students","White/11th Grade","REPORTED","49","4,526","1.1"
"2019","0","State of Delaware","0","State of Delaware","White","All Students","12th Grade","All Students","All Students","White/12th Grade","REPORTED","31","4,476","0.7"
