"School Year","District Code","District","School Code","Organization","Race","Gender","Grade","SpecialDemo","Geography","SubGroup","RowStatus","Dropouts","Students","PctDropouts"
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","9th Grade","Non Low-Income","All Students","Asian American/Male/9th Grade/Non Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","9th Grade","Non-SWD","All Students","Asian American/Male/9th Grade/Non-SWD","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","All Students","All Students","All Students","Asian American/Male","REDACTED",,"17",
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","All Students","Non-EL Students","All Students","Asian American/Male/Non-EL Students","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","All Students","Non-Foster Care","All Students","Asian American/Male/Non-Foster Care","REDACTED",,"17",
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","All Students","Non-Homeless","All Students","Asian American/Male/Non-Homeless","REDACTED",,"17",
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","All Students","Non Low-Income","All Students","Asian American/Male/Non Low-Income","REDACTED",,"15",
"2023","36","Indian River School District","0","Indian River School District","Asian American","Male","All Students","Non-SWD","All Students","Asian American/Male/Non-SWD","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","9th Grade","All Students","All Students","Multi-Racial/9th Grade","REDACTED",,"35",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","9th Grade","Low-Income","All Students","Multi-Racial/9th Grade/Low-Income","REDACTED",,"16",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","9th Grade","Non-EL Students","All Students","Multi-Racial/9th Grade/Non-EL Students","REDACTED",,"35",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","9th Grade","Non-Foster Care","All Students","Multi-Racial/9th Grade/Non-Foster Care","REDACTED",,"35",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","9th Grade","Non-Homeless","All Students","Multi-Racial/9th Grade/Non-Homeless","REDACTED",,"34",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","9th Grade","Non-SWD","All Students","Multi-Racial/9th Grade/Non-SWD","REDACTED",,"28",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","All Students","All Students","Multi-Racial/11th Grade","REDACTED",,"25",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","Low-Income","All Students","Multi-Racial/11th Grade/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","Non-EL Students","All Students","Multi-Racial/11th Grade/Non-EL Students","REDACTED",,"25",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","Non-Foster Care","All Students","Multi-Racial/11th Grade/Non-Foster Care","REDACTED",,"25",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","Non-Homeless","All Students","Multi-Racial/11th Grade/Non-Homeless","REDACTED",,"25",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","Non Low-Income","All Students","Multi-Racial/11th Grade/Non Low-Income","REDACTED",,"15",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","Non-SWD","All Students","Multi-Racial/11th Grade/Non-SWD","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","11th Grade","Students with Disabilities","All Students","Multi-Racial/11th Grade/Students with Disabilities","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","12th Grade","All Students","All Students","Multi-Racial/12th Grade","REDACTED",,"27",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","12th Grade","Low-Income","All Students","Multi-Racial/12th Grade/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","12th Grade","Non-EL Students","All Students","Multi-Racial/12th Grade/Non-EL Students","REDACTED",,"27",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","12th Grade","Non-Foster Care","All Students","Multi-Racial/12th Grade/Non-Foster Care","REDACTED",,"27",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","12th Grade","Non-Homeless","All Students","Multi-Racial/12th Grade/Non-Homeless","REDACTED",,"27",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","12th Grade","Non-SWD","All Students","Multi-Racial/12th Grade/Non-SWD","REDACTED",,"25",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","All Students","All Students","Multi-Racial","REPORTED","8","107","7.5"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","Low-Income","All Students","Multi-Racial/Low-Income","REPORTED","6","39","15.4"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","Non-EL Students","All Students","Multi-Racial/Non-EL Students","REPORTED","8","106","7.5"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","Non-Foster Care","All Students","Multi-Racial/Non-Foster Care","REPORTED","8","107","7.5"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","Non-Homeless","All Students","Multi-Racial/Non-Homeless","REPORTED","8","106","7.5"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","Non Low-Income","All Students","Multi-Racial/Non Low-Income","REDACTED",,"68",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","Non-SWD","All Students","Multi-Racial/Non-SWD","REPORTED","5","81","6.2"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","All Students","All Students","Students with Disabilities","All Students","Multi-Racial/Students with Disabilities","REDACTED",,"26",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","9th Grade","All Students","All Students","Multi-Racial/Female/9th Grade","REDACTED",,"21",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","9th Grade","Low-Income","All Students","Multi-Racial/Female/9th Grade/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","9th Grade","Non-EL Students","All Students","Multi-Racial/Female/9th Grade/Non-EL Students","REDACTED",,"21",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","9th Grade","Non-Foster Care","All Students","Multi-Racial/Female/9th Grade/Non-Foster Care","REDACTED",,"21",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","9th Grade","Non-Homeless","All Students","Multi-Racial/Female/9th Grade/Non-Homeless","REDACTED",,"20",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","9th Grade","Non-SWD","All Students","Multi-Racial/Female/9th Grade/Non-SWD","REDACTED",,"16",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","11th Grade","All Students","All Students","Multi-Racial/Female/11th Grade","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","11th Grade","Low-Income","All Students","Multi-Racial/Female/11th Grade/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","11th Grade","Non-EL Students","All Students","Multi-Racial/Female/11th Grade/Non-EL Students","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","11th Grade","Non-Foster Care","All Students","Multi-Racial/Female/11th Grade/Non-Foster Care","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","11th Grade","Non-Homeless","All Students","Multi-Racial/Female/11th Grade/Non-Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","11th Grade","Non Low-Income","All Students","Multi-Racial/Female/11th Grade/Non Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","11th Grade","Students with Disabilities","All Students","Multi-Racial/Female/11th Grade/Students with Disabilities","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","12th Grade","All Students","All Students","Multi-Racial/Female/12th Grade","REDACTED",,"15",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","12th Grade","Low-Income","All Students","Multi-Racial/Female/12th Grade/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","12th Grade","Non-EL Students","All Students","Multi-Racial/Female/12th Grade/Non-EL Students","REDACTED",,"15",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","12th Grade","Non-Foster Care","All Students","Multi-Racial/Female/12th Grade/Non-Foster Care","REDACTED",,"15",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","12th Grade","Non-Homeless","All Students","Multi-Racial/Female/12th Grade/Non-Homeless","REDACTED",,"15",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","12th Grade","Non-SWD","All Students","Multi-Racial/Female/12th Grade/Non-SWD","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","All Students","All Students","Multi-Racial/Female","REPORTED","5","61","8.2"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","Low-Income","All Students","Multi-Racial/Female/Low-Income","REDACTED",,"27",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","Non-EL Students","All Students","Multi-Racial/Female/Non-EL Students","REPORTED","5","61","8.2"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","Non-Foster Care","All Students","Multi-Racial/Female/Non-Foster Care","REPORTED","5","61","8.2"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","Non-Homeless","All Students","Multi-Racial/Female/Non-Homeless","REPORTED","5","60","8.3"
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","Non Low-Income","All Students","Multi-Racial/Female/Non Low-Income","REDACTED",,"34",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","Non-SWD","All Students","Multi-Racial/Female/Non-SWD","REDACTED",,"47",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Female","All Students","Students with Disabilities","All Students","Multi-Racial/Female/Students with Disabilities","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","9th Grade","All Students","All Students","Multi-Racial/Male/9th Grade","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","9th Grade","Low-Income","All Students","Multi-Racial/Male/9th Grade/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","9th Grade","Non-EL Students","All Students","Multi-Racial/Male/9th Grade/Non-EL Students","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","9th Grade","Non-Foster Care","All Students","Multi-Racial/Male/9th Grade/Non-Foster Care","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","9th Grade","Non-Homeless","All Students","Multi-Racial/Male/9th Grade/Non-Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","9th Grade","Non-SWD","All Students","Multi-Racial/Male/9th Grade/Non-SWD","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","11th Grade","All Students","All Students","Multi-Racial/Male/11th Grade","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","11th Grade","Low-Income","All Students","Multi-Racial/Male/11th Grade/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","11th Grade","Non-EL Students","All Students","Multi-Racial/Male/11th Grade/Non-EL Students","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","11th Grade","Non-Foster Care","All Students","Multi-Racial/Male/11th Grade/Non-Foster Care","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","11th Grade","Non-Homeless","All Students","Multi-Racial/Male/11th Grade/Non-Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","11th Grade","Non-SWD","All Students","Multi-Racial/Male/11th Grade/Non-SWD","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","All Students","All Students","All Students","Multi-Racial/Male","REDACTED",,"46",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","All Students","Low-Income","All Students","Multi-Racial/Male/Low-Income","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","All Students","Non-EL Students","All Students","Multi-Racial/Male/Non-EL Students","REDACTED",,"45",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","All Students","Non-Foster Care","All Students","Multi-Racial/Male/Non-Foster Care","REDACTED",,"46",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","All Students","Non-Homeless","All Students","Multi-Racial/Male/Non-Homeless","REDACTED",,"46",
"2023","36","Indian River School District","0","Indian River School District","Multi-Racial","Male","All Students","Non-SWD","All Students","Multi-Racial/Male/Non-SWD","REDACTED",,"34",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","All Students","All Students","9th Grade","REPORTED","101","1,003","10.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Active EL Students","All Students","9th Grade/Active EL Students","REPORTED","57","280","20.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Homeless","All Students","9th Grade/Homeless","REPORTED","5","18","27.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Low-Income","All Students","9th Grade/Low-Income","REPORTED","21","200","10.5"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Non-EL Students","All Students","9th Grade/Non-EL Students","REPORTED","44","571","7.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Non-Foster Care","All Students","9th Grade/Non-Foster Care","REPORTED","101","1,002","10.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Non-Homeless","All Students","9th Grade/Non-Homeless","REPORTED","96","985","9.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Non Low-Income","All Students","9th Grade/Non Low-Income","REPORTED","80","803","10"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Non-SWD","All Students","9th Grade/Non-SWD","REPORTED","93","854","10.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","9th Grade","Students with Disabilities","All Students","9th Grade/Students with Disabilities","REPORTED","8","149","5.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","All Students","All Students","10th Grade","REPORTED","74","821","9"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Active EL Students","All Students","10th Grade/Active EL Students","REPORTED","37","165","22.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Homeless","All Students","10th Grade/Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Low-Income","All Students","10th Grade/Low-Income","REPORTED","10","146","6.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Military Connected Youth","All Students","10th Grade/Military Connected Youth","REDACTED",,"15",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Non-EL Students","All Students","10th Grade/Non-EL Students","REPORTED","37","488","7.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Non-Foster Care","All Students","10th Grade/Non-Foster Care","REPORTED","74","820","9"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Non-Homeless","All Students","10th Grade/Non-Homeless","REDACTED",,"807",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Non Low-Income","All Students","10th Grade/Non Low-Income","REPORTED","64","675","9.5"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Non-SWD","All Students","10th Grade/Non-SWD","REDACTED",,"704",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","10th Grade","Students with Disabilities","All Students","10th Grade/Students with Disabilities","REDACTED",,"117",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","All Students","All Students","11th Grade","REPORTED","30","682","4.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Active EL Students","All Students","11th Grade/Active EL Students","REPORTED","9","68","13.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Homeless","All Students","11th Grade/Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Low-Income","All Students","11th Grade/Low-Income","REPORTED","7","141","5"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Non-EL Students","All Students","11th Grade/Non-EL Students","REPORTED","21","460","4.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Non-Foster Care","All Students","11th Grade/Non-Foster Care","REPORTED","30","681","4.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Non-Homeless","All Students","11th Grade/Non-Homeless","REDACTED",,"674",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Non Low-Income","All Students","11th Grade/Non Low-Income","REPORTED","23","541","4.3"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Non-SWD","All Students","11th Grade/Non-SWD","REDACTED",,"571",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","11th Grade","Students with Disabilities","All Students","11th Grade/Students with Disabilities","REDACTED",,"111",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","All Students","All Students","12th Grade","REPORTED","21","688","3.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Active EL Students","All Students","12th Grade/Active EL Students","REDACTED",,"76",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Low-Income","All Students","12th Grade/Low-Income","REDACTED",,"119",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Non-EL Students","All Students","12th Grade/Non-EL Students","REDACTED",,"472",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Non-Foster Care","All Students","12th Grade/Non-Foster Care","REPORTED","21","687","3.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Non-Homeless","All Students","12th Grade/Non-Homeless","REPORTED","21","681","3.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Non Low-Income","All Students","12th Grade/Non Low-Income","REDACTED",,"569",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Non-SWD","All Students","12th Grade/Non-SWD","REPORTED","16","560","2.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","12th Grade","Students with Disabilities","All Students","12th Grade/Students with Disabilities","REPORTED","5","128","3.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","All Students","All Students","All Students","REPORTED","226","3,194","7.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Active EL Students","All Students","English Learners","REPORTED","105","589","17.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Gap Group (Hisp,AfAm,AmInd,SWD,ELL,LI)","All Students","Gap Group (Hisp,AfAm,AmInd,SWD,ELL,LI)","REPORTED","176","2,109","8.3"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Homeless","All Students","Homeless","REPORTED","8","47","17"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Low-Income","All Students","Low Income","REPORTED","41","606","6.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Military Connected Youth","All Students","Military Dependent Youth","REDACTED",,"55",
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Non-EL Students","All Students","Non-EL Students","REPORTED","121","1,991","6.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Non-Foster Care","All Students","Non-Foster Care","REPORTED","226","3,190","7.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Non-Homeless","All Students","Non-Homeless","REPORTED","218","3,147","6.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Non Low-Income","All Students","Non Low-Income","REPORTED","185","2,588","7.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Non-SWD","All Students","Non-SWD","REPORTED","206","2,689","7.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","All Students","All Students","Students with Disabilities","All Students","Students with Disabilities","REPORTED","20","505","4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","All Students","All Students","Female/9th Grade","REPORTED","38","459","8.3"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Active EL Students","All Students","Female/9th Grade/Active EL Students","REPORTED","22","105","21"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Homeless","All Students","Female/9th Grade/Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Low-Income","All Students","Female/9th Grade/Low-Income","REPORTED","7","101","6.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Non-EL Students","All Students","Female/9th Grade/Non-EL Students","REPORTED","16","277","5.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Non-Foster Care","All Students","Female/9th Grade/Non-Foster Care","REPORTED","38","459","8.3"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Non-Homeless","All Students","Female/9th Grade/Non-Homeless","REPORTED","35","450","7.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Non Low-Income","All Students","Female/9th Grade/Non Low-Income","REPORTED","31","358","8.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Non-SWD","All Students","Female/9th Grade/Non-SWD","REPORTED","36","397","9.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","9th Grade","Students with Disabilities","All Students","Female/9th Grade/Students with Disabilities","REDACTED",,"62",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","All Students","All Students","Female/10th Grade","REPORTED","31","376","8.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Active EL Students","All Students","Female/10th Grade/Active EL Students","REPORTED","14","69","20.3"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Homeless","All Students","Female/10th Grade/Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Low-Income","All Students","Female/10th Grade/Low-Income","REPORTED","5","68","7.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Non-EL Students","All Students","Female/10th Grade/Non-EL Students","REPORTED","17","236","7.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Non-Foster Care","All Students","Female/10th Grade/Non-Foster Care","REPORTED","31","376","8.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Non-Homeless","All Students","Female/10th Grade/Non-Homeless","REPORTED","30","372","8.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Non Low-Income","All Students","Female/10th Grade/Non Low-Income","REPORTED","26","308","8.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Non-SWD","All Students","Female/10th Grade/Non-SWD","REPORTED","30","333","9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","10th Grade","Students with Disabilities","All Students","Female/10th Grade/Students with Disabilities","REDACTED",,"43",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","All Students","All Students","Female/11th Grade","REPORTED","16","328","4.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Active EL Students","All Students","Female/11th Grade/Active EL Students","REDACTED",,"34",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Homeless","All Students","Female/11th Grade/Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Low-Income","All Students","Female/11th Grade/Low-Income","REDACTED",,"67",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Non-EL Students","All Students","Female/11th Grade/Non-EL Students","REPORTED","11","213","5.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Non-Foster Care","All Students","Female/11th Grade/Non-Foster Care","REPORTED","16","327","4.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Non-Homeless","All Students","Female/11th Grade/Non-Homeless","REPORTED","15","323","4.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Non Low-Income","All Students","Female/11th Grade/Non Low-Income","REPORTED","12","261","4.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Non-SWD","All Students","Female/11th Grade/Non-SWD","REPORTED","13","286","4.5"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","11th Grade","Students with Disabilities","All Students","Female/11th Grade/Students with Disabilities","REDACTED",,"42",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","All Students","All Students","Female/12th Grade","REPORTED","7","321","2.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","Low-Income","All Students","Female/12th Grade/Low-Income","REDACTED",,"58",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","Non-EL Students","All Students","Female/12th Grade/Non-EL Students","REDACTED",,"219",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","Non-Foster Care","All Students","Female/12th Grade/Non-Foster Care","REPORTED","7","321","2.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","Non-Homeless","All Students","Female/12th Grade/Non-Homeless","REPORTED","7","318","2.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","Non Low-Income","All Students","Female/12th Grade/Non Low-Income","REPORTED","5","263","1.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","Non-SWD","All Students","Female/12th Grade/Non-SWD","REPORTED","5","265","1.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","12th Grade","Students with Disabilities","All Students","Female/12th Grade/Students with Disabilities","REDACTED",,"56",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","All Students","All Students","Female","REPORTED","92","1,484","6.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Active EL Students","All Students","Female/Active EL Students","REPORTED","41","243","16.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Homeless","All Students","Female/Homeless","REDACTED",,"21",
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Low-Income","All Students","Female/Low-Income","REPORTED","18","294","6.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Non-EL Students","All Students","Female/Non-EL Students","REPORTED","51","945","5.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Non-Foster Care","All Students","Female/Non-Foster Care","REPORTED","92","1,483","6.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Non-Homeless","All Students","Female/Non-Homeless","REPORTED","87","1,463","5.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Non Low-Income","All Students","Female/Non Low-Income","REPORTED","74","1,190","6.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Non-SWD","All Students","Female/Non-SWD","REPORTED","84","1,281","6.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","Female","All Students","Students with Disabilities","All Students","Female/Students with Disabilities","REPORTED","8","203","3.9"
